Tahun_sipsn,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B),%Pengurangan Sampah(B/A),Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2,Unnamed: 0,Tahun_tpa,P,Nama Fasilitas,Jenis,Status,Sampahmasuk (ton/thn),Sampahmasuk Landfill (ton/thn),Sampah Organikterolah (ton/thn),Sampah An-Organikterolah (ton/thn),RecoveryPemulung (ton/thn),Energi(MW),Alamat,Kelurahan,Kecamatan,Pengelola,Luas (hektar),Sistem Operasional,Tgl Awal Operasi,Tgl. Akhir Operasi,Luas Landfill Aktif (m2),Pencatatan,Jembatan Timbang,Penutupan Sampah Zona Aktif,Jml Sumur Pantau,IPL,Jml Uji Lindi,Ada Drainase,Pemanfaatan Gas Metana,Jumlah KK yang memanfaatkan gas Metana
2025.0,Jawa Timur,Kota Madiun,40660.71,40.23,0.1,8314.69,20.45,8354.93,20.55,14.6,7949.69,19.59,P 1,,2025.0,1.0,TPA Winongo,TPA Pemda (Non Regional),A,31795.15,30762.2,54.75,0.0,978.2,0.0,Ring road barat,Winongo,Manguharjo,Pemda DATI II,6,Open Dumping,-,2019,7920.97,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Sebulan sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",1,ADA,Untuk Bahan Bakar,250
2025.0,Jawa Timur,Kota Malang,267230.53,815.68,0.31,263666.03,98.67,264481.71,98.97,806.47,84587.9,31.96,P 1,,2025.0,2.0,TPA SUPITURANG,TPA Pemda (Non Regional),A,179078.13,179078.13,0.0,0.0,0.0,0.0,JL. TERUSAN RAWISARI NO. 01 RT 10 W 5,MULYOREJO,SUKUN,Pemda DATI II,3,Sanitary Landfill,1993,-,130000,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tiga hari sekali atau seminggu dua kali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",12,ADA,Tidak ada. Melepas gas Metana ke udara.,-
2025.0,Jawa Timur,Kota Mojokerto,25964.64,1760.95,6.78,2589.27,9.97,4350.21,16.75,131.4,2589.27,10.48,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Jawa Timur,Kota Pasuruan,54541.33,0.0,0.0,50623.58,92.82,50623.58,92.82,0.0,10995.53,20.16,P 1,,2025.0,2.0,TPA BLANDONGAN,TPA Pemda (Non Regional),A,38408.95,38295.28,1.83,0.0,111.85,0.0,"Jl. Jelakrejo, Tambak, Blandongan, Kec. Bugulkidul, Kota Pasuruan, Jawa Timur 67128",BLANDONGAN,BUGUL KIDUL,Pemda DATI II,6.63,Control Landfill,-,-,10041,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",2,ADA,Untuk Bahan Bakar,110
2025.0,Jawa Timur,Kota Probolinggo,44604.46,204.83,0.46,34320.44,76.94,34525.27,77.4,191.83,7327.59,16.86,P 1,,2025.0,1.0,TPA Bestari,TPA Pemda (Non Regional),A,26992.85,25897.85,182.5,0.0,912.5,0.0,Jl. Anggrek No 15,SUKABUMI,MAYANGAN,Pemda DATI II,4,Control Landfill,27-03-2014,-,10000,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tiga hari sekali atau seminggu dua kali,5,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",255,ADA,Tidak ada. Melepas gas Metana ke udara.,1
2025.0,Jawa Timur,Kota Surabaya,660946.82,1827.83,0.28,653346.41,98.85,655174.23,99.13,1679.0,58011.27,9.03,P 1,,2025.0,2.0,TPA Benowo,TPA Pemda (Non Regional),A,234021.39,234021.39,0.0,0.0,0.0,0.0,Romokalisari - Benowo,Romokalisari,Benowo,Pemda DATI II,37.4,Sanitary Landfill,08/08/2012,-,136331,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Setiap hari,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12,ADA,Untuk Energi Listrik,-
2025.0,Kalimantan Barat,Kab. Bengkayang,44299.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Magmagan,TPA Pemda (Non Regional),A,7227.0,7227.0,0.0,0.0,0.0,0.0,Magmagan,Magmagan Karya,Lumar,Pemda DATI II,5,Open Dumping,-,-,50000,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Kapuas Hulu,50550.31,3.0,0.01,0.0,0.0,3.0,0.01,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA SIBAU HULU,TPA Pemda (Non Regional),A,9719.95,8854.9,0.0,0.0,865.05,0.0,Jalan Lintas Kalimantan Poros Utara,,,Pemda DATI II,1,Open Dumping,2005,2020,10000,Manual Book,Tidak Ada,Dua minggu sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,1,TIDAK ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Kalimantan Barat,Kab. Kayong Utara,24653.38,0.0,0.0,777.17,3.15,777.17,3.15,0.0,777.17,3.15,P 1,,2025.0,2.0,Tempat Pembuangan Akhir,TPA Pemda (Non Regional),A,4745.37,4562.87,0.0,0.0,182.5,0.0,Desa Pampang Harapan,,,Pemda DATI II,0,Open Dumping,-,-,2.7,Manual Book,Tidak Ada,Tidak ditutup sama sekali,2,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,ADA,-,-
2025.0,Kalimantan Barat,Kab. Ketapang,109479.93,0.0,0.0,714.73,0.65,714.73,0.65,0.0,714.73,0.65,P 1,,2025.0,2.0,Tempat Pemrosesan Akhir (TPA) Sampah Muara Pawan,TPA Pemda (Non Regional),A,27144.43,27049.03,28.33,0.0,67.07,0.0,Jalan Ketapang-Siduk,Sungai Awan Kiri,Muara Pawan,Pemda DATI II,9,Open Dumping,16 Juli 2018,-,8800,Manual Book,Tidak Ada,Setahun Sekali,3,-,-,ADA,-,-
2025.0,Kalimantan Barat,Kab. Kubu Raya,168732.2,0.0,0.0,21.68,0.01,21.68,0.01,0.0,21.68,0.01,P 1,,2025.0,2.0,TPA RASAU JAYA,TPA Pemda (Non Regional),A,27375.0,27375.0,0.0,0.0,0.0,0.0,Jalan Sultan Agung,,,Pemda DATI II,3.6,-,1997,-,-,Manual Book,Tidak Ada,-,-,-,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Landak,60594.82,298.94,0.49,0.0,0.0,298.94,0.49,298.94,0.0,0.49,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Kalimantan Barat,Kab. Mempawah,34625.87,1.92,0.01,0.93,0.0,2.84,0.01,0.0,0.93,0.0,P 1,,2025.0,2.0,TPA Sungai Bakau Besar Laut,TPA Pemda (Non Regional),A,11782.2,10220.0,730.0,832.2,0.0,0.0,Jl. Aswar,Sungai Bakau Besar Laut,Sungai Pinyuh,Pemda DATI II,2.4,Open Dumping,-,-,5400,-,Tidak Ada,Setahun Sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,ADA,-,-
2025.0,Kalimantan Barat,Kab. Sambas,144045.72,9.48,0.01,14444.57,10.03,14454.05,10.03,1.85,1669.57,1.16,P 1,,2025.0,2.0,TPA TEMAJUK (OPEN DUMPING),TPA Pemda (Non Regional),A,963.6,963.6,0.0,0.0,0.0,0.0,CAMAR BULAN,TEMAJUK,PALOH,Pemda DATI II,0,Open Dumping,2019,-,5000,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Sambas,144045.72,9.48,0.01,14444.57,10.03,14454.05,10.03,1.85,1669.57,1.16,P 1,,2025.0,2.0,TPA SEKURA / TELUK KERAMAT (OPEN DUMPING),TPA Pemda (Non Regional),A,3131.7,3076.95,0.0,0.0,54.75,0.0,Jalan Sungai Kumpai,Sungai Kumpai,Teluk Keramat,Pemda DATI II,0,Open Dumping,-,-,15000,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Sambas,144045.72,9.48,0.01,14444.57,10.03,14454.05,10.03,1.85,1669.57,1.16,P 1,,2025.0,2.0,TPA JELU AIR (OPEN DUMPING),TPA Pemda (Non Regional),A,1445.4,1427.15,0.0,0.0,18.25,0.0,Jalan Jelu Air,Jelu Air,Jawai Selatan,,0,Open Dumping,-,-,20000,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Sambas,144045.72,9.48,0.01,14444.57,10.03,14454.05,10.03,1.85,1669.57,1.16,P 1,,2025.0,2.0,TPA SALATIGA (OPEN DUMPING),TPA Pemda (Non Regional),A,11081.4,10862.4,0.0,0.0,219.0,0.0,JALAN Salatiga,PARIT BARU,Salatiga,Pemda DATI II,0,-,-,-,3.5,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,-,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Sambas,144045.72,9.48,0.01,14444.57,10.03,14454.05,10.03,1.85,1669.57,1.16,P 1,,2025.0,2.0,TPA SORAT (CONTROLLED LANDFILL),TPA Pemda (Non Regional),A,12775.0,12592.5,0.0,0.0,182.5,0.0,Jl Raya Subah,Lubuk Dagang,Sambas,Pemda DATI II,0,Control Landfill,2015,2024,1.5,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",2,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Kembayan,TPA Pemda (Non Regional),A,732.15,695.65,0.0,0.0,36.5,0.0,Kembayan,,,Pemda DATI II,0,Open Dumping,-,-,4000,Manual Book,Ada tapi sedang rusak,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Sosok,TPA Pemda (Non Regional),A,1201.43,1164.93,0.0,0.0,36.5,0.0,Sosok,,,Pemda DATI II,0,Open Dumping,-,-,5000,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Sei Kosak (Controlled Landfill),TPA Pemda (Non Regional),A,1384.02,1369.42,0.0,0.0,14.6,0.0,Jl. Aster,,,Pemda DATI II,4.5,-,-,-,10000,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",-,ADA,-,-
2025.0,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Tanjak Mulung,TPA Pemda (Non Regional),A,793.77,757.27,0.0,0.0,36.5,0.0,Meliau,,,Pemda DATI II,0,Open Dumping,-,-,15000,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Bodok,TPA Pemda (Non Regional),A,1203.51,1203.51,0.0,0.0,0.0,0.0,Bodok,,,Pemda DATI II,0,Open Dumping,-,-,50000,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Sungai Setia,TPA Pemda (Non Regional),A,795.77,759.27,0.0,0.0,36.5,0.0,Kecamatan Toba,,,Pemda DATI II,0,Open Dumping,-,-,10000,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Sungai Kosak,TPA Pemda (Non Regional),A,14662.05,13749.55,0.0,0.0,912.5,0.0,Jl. Aster,Sungai Sengkuang,Kapuas,Pemda DATI II,4.5,Open Dumping,1994,-,20085,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Kalimantan Barat,Kota Pontianak,175277.85,0.0,0.0,40190.95,22.93,40190.95,22.93,0.0,40189.31,22.93,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Kalimantan Barat,Kota Singkawang,36043.46,0.0,0.0,5170.59,14.35,5170.59,14.35,0.0,5170.59,14.35,P 1,,2025.0,2.0,TPA WONOSARI,TPA Pemda (Non Regional),A,33507.0,33507.0,0.0,0.0,0.0,0.0,Jl Wonosari,Roban,Singkawang Tengah,Pemda DATI II,9.77,Open Dumping,20071212,-,11921,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tidak ditutup sama sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",1,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Kalimantan Selatan,Kab. Balangan,21621.01,64.18,0.3,3872.82,17.91,3937.0,18.21,61.94,3872.82,18.2,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Kalimantan Selatan,Kab. Banjar,130462.02,0.0,0.0,66740.55,51.16,66740.55,51.16,0.0,41190.55,31.57,P 1,,2025.0,2.0,TPA REGIONAL BANJAR BAKULA,TPA Regional,A,25550.0,25550.0,0.0,0.0,0.0,0.0,"Cempaka, Kec. Cemp., Kota Banjar Baru, Kalimantan Selatan 70733",,,Swasta,24,Sanitary Landfill,-,-,7.3,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Setiap hari,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Kalimantan Selatan,Kab. Banjar,130462.02,0.0,0.0,66740.55,51.16,66740.55,51.16,0.0,41190.55,31.57,P 1,,2025.0,2.0,TPA Cahaya Kencana,TPA Pemda (Non Regional),A,28470.0,27740.0,0.0,0.0,730.0,0.0,"jalan padang panjang, Kecamatan Karang Intan",Desa Padang Panjang,Karang Intan,Pemda DATI II,0,Open Dumping,2012,sekarang,29714,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada tapi sedang rusak,Tujuh hari sekali atau Seminggu Sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",1,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Kalimantan Selatan,Kab. Barito Kuala,36112.99,2476.85,6.86,23504.77,65.09,25981.62,71.95,2238.55,8539.77,29.85,P 1,,2025.0,2.0,TPA Banjarbakula,,A,17155.0,17155.0,0.0,0.0,0.0,0.0,Jalan Trans Kalimantan,,,,0,Open Dumping,-,-,-,-,-,Dua minggu sekali,-,-,-,TIDAK ADA,-,-
2025.0,Kalimantan Selatan,Kab. Hulu Sungai Selatan,40175.88,85.89,0.21,28680.19,71.39,28766.08,71.6,55.85,10430.19,26.1,P 1,,2025.0,2.0,TPA MALUTU,TPA Pemda (Non Regional),A,18177.0,15895.75,803.0,821.25,657.0,0.0,PAHARUANGAN 4,SEI RAYA SELATAN,SUNGAI RAYA,Pemda DATI II,9,Control Landfill,1-01-2020,2025,1500,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Setiap hari,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",2,ADA,Tidak ada. Melepas gas Metana ke udara.,-
2025.0,Kalimantan Selatan,Kab. Hulu Sungai Tengah,49201.82,10.13,0.02,29445.29,59.85,29455.43,59.87,2.22,9932.39,20.19,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Kalimantan Selatan,Kab. Hulu Sungai Utara,34784.5,0.0,0.0,93.78,0.27,93.78,0.27,0.0,93.78,0.27,P 1,,2025.0,2.0,TPA TEBING LIRING,TPA Pemda (Non Regional),A,17002.59,16789.16,0.0,0.0,213.44,0.0,Jln. Guntung - lampihong,Desa Tabing Lering,Amuntai Utara,Pemda DATI II,70,Control Landfill,01 Mei 2008,-,30000,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",4,ADA,Tidak ada. Melepas gas Metana ke udara.,-
2025.0,Kalimantan Selatan,Kab. Kotabaru,66806.99,0.0,0.0,2984.46,4.47,2984.46,4.47,0.0,2947.96,4.41,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Kalimantan Selatan,Kab. Tabalong,50238.92,0.0,0.0,32952.14,65.59,32952.14,65.59,0.0,459.84,0.92,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Kalimantan Selatan,Kab. Tanah Bumbu,72598.74,238.31,0.33,61632.29,84.89,61870.6,85.22,238.3,10696.54,15.06,P 1,,2025.0,2.0,TPA Sungai Dua,TPA Pemda (Non Regional),A,34083.7,34076.45,0.0,0.0,7.25,0.0,Jl Raya serongga,Sungai Dua,Simpang Empat,Pemda DATI II,5.5,Control Landfill,2011,-,20000,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tiga hari sekali atau seminggu dua kali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12,ADA,Untuk Bahan Bakar,-
2025.0,Kalimantan Selatan,Kab. Tanah Bumbu,72598.74,238.31,0.33,61632.29,84.89,61870.6,85.22,238.3,10696.54,15.06,P 1,,2025.0,2.0,TPA Satui,TPA Pemda (Non Regional),A,17122.15,17122.15,0.0,0.0,0.0,0.0,Jombang,Sinar Bulan,Satui,Pemda DATI II,12,Control Landfill,2021,2040,20000,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tiga hari sekali atau seminggu dua kali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",22,ADA,-,-
2025.0,Kalimantan Selatan,Kab. Tanah Laut,53993.43,543.17,1.01,16816.36,31.15,17359.54,32.15,3.1,22.71,0.05,P 1,,2025.0,1.0,TPA Bakunci,TPA Pemda (Non Regional),A,16793.65,16681.96,33.95,0.0,77.75,0.0,Jl. Raya Taskisung,Karang Taruna,Pelaihari,Pemda DATI II,13,Control Landfill,2007,-,-,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tiga hari sekali atau seminggu dua kali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",1,ADA,Untuk Bahan Bakar,-
2025.0,Kalimantan Selatan,Kab. Tapin,27805.7,3.83,0.01,3793.81,13.64,3797.65,13.66,2.19,3793.81,13.65,P 1,,2025.0,2.0,TPA HATIWIN,TPA Pemda (Non Regional),A,17172.52,17172.52,0.0,0.0,0.0,0.0,Jalan Antang,Desa Hatiwin,Tapin Selatan,Pemda DATI II,8,Open Dumping,1-01-2013,2023,600,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Dua minggu sekali,4,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12,ADA,Tidak ada. Melepas gas Metana ke udara.,-
2025.0,Kalimantan Selatan,Kota Banjarmasin,174188.15,35.41,0.02,117162.4,67.26,117197.81,67.28,35.41,17931.31,10.31,P 1,,2025.0,2.0,TPA Sampah Regional Banjarbakula,TPA Regional,A,85191.37,85191.37,0.0,0.0,0.0,0.0,"Cempaka, Kec. Cemp., Kota Banjar Baru, Kalimantan Selatan",,,,0,Control Landfill,-,-,80000,-,-,Sebulan sekali,-,-,-,TIDAK ADA,-,-
2025.0,Kalimantan Tengah,Kab. Barito Selatan,24813.8,0.0,0.0,761.94,3.07,761.94,3.07,0.0,761.94,3.07,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Kalimantan Tengah,Kab. Barito Timur,17032.94,0.0,0.0,267.15,1.57,267.15,1.57,0.0,267.15,1.57,P 1,,2025.0,2.0,TPA Luaw Benawa,TPA Pemda (Non Regional),A,4982.25,4876.4,0.0,0.0,105.85,0.0,Murutuwu,Murutuwu,Paju Epat,Pemda DATI II,2.2,Open Dumping,2008,-,6000,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,ADA,-,-
,Kalimantan Tengah,Kab. Barito Utara,,,,,,,,,,,,,2025.0,2.0,TPA KM 13,TPA Pemda (Non Regional),A,6745.2,6745.2,0.0,0.0,0.0,0.0,Jl. Negara Muara Teweh - Puruk Cahu Km.13,Desa Ipu,Lahei,Pemda DATI II,5,Open Dumping,1-1-2017,2022,12000,Manual Book,Tidak Ada,Dua minggu sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",4,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Kalimantan Tengah,Kab. Kapuas,78507.85,0.0,0.0,9282.23,11.82,9282.23,11.82,0.0,1094.55,1.39,P 1,,2025.0,2.0,TPA HANDEL PALINGET,TPA Pemda (Non Regional),A,8146.07,7963.21,25.92,0.0,156.95,0.0,"Jl. Pemuda KM. 7,5",Selat Utara,Selat,Pemda DATI II,11.5,Control Landfill,30 Desember 2016,-,24740,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tiga hari sekali atau seminggu dua kali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Kalimantan Tengah,Kab. Katingan,26566.6,3009.75,11.33,179.85,0.68,3189.6,12.01,3009.75,179.85,12.01,P 1,,2025.0,1.0,TPA PENDAHARA BARU,TPA Pemda (Non Regional),A,3431.04,3285.04,0.0,0.0,146.0,0.0,Desa Tewang Baringin Kecamatan Tewang Sangalang Garing,,,Pemda DATI II,100,Open Dumping,2019,-,250000,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2,TIDAK ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Kalimantan Tengah,Kab. Kotawaringin Barat,51609.18,2.18,0.0,41197.81,79.83,41199.99,79.83,0.0,5435.11,10.53,P 1,,2025.0,2.0,TPA Pangkalan Bun,TPA Pemda (Non Regional),A,37814.0,37295.7,43.8,474.5,0.0,0.0,Jalan Translik,Desa Pasir Panjang,Arut selatan,Pemda DATI II,3,Sanitary Landfill,2013,-,50000,Manual Book,Ada dan berfungsi dengan baik,Setiap hari,4,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",4,ADA,Untuk Energi Listrik,-
2025.0,Kalimantan Tengah,Kab. Kotawaringin Timur,89584.91,44.8,0.05,11048.97,12.33,11093.77,12.38,0.0,11048.97,12.33,P 1,,2025.0,2.0,TPA Kota Sampit,TPA Pemda (Non Regional),A,31280.5,27214.4,219.0,0.0,3847.1,0.0,Jenderal Sudirman Km.14,Pasir Putih,Mentawa Baru Ketapang,Pemda DATI II,64.7,Open Dumping,1997,-,6400,Manual Book,Ada tapi sedang rusak,Dua minggu sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Kalimantan Tengah,Kab. Murung Raya,22683.11,4.56,0.02,6606.5,29.13,6611.06,29.15,4.56,36.5,0.18,P 1,,2025.0,1.0,TPA SEMPANGO,TPA Pemda (Non Regional),A,6570.0,6471.45,0.0,0.0,98.55,0.0,Jl. Lintas Kalimantan Poros Tengah,Beriwit,Murung,Pemda DATI II,7,Control Landfill,-,-,20000,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",-,ADA,Tidak ada. Gas Metana dibakar.,-
